,Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count.1,Day of Week,Hour of Day,Intersecting Street Name,Number of Lanes,Road Class,Roadway Type,Speed Limit,ST_NAME,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender,geometry
6679,19183839,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44856,10,0,SATURDAY,09:00 - 09:59,S BONNIE BRAE ST,No Data,CITY STREET,No Data,30,W PRAIRIE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2377867.215109406 7126053.681051786)
6680,19183996,1,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44856,10,1,SATURDAY,17:00 - 17:59,,No Data,CITY STREET,No Data,30,CARDINAL DR,1 - DRY,1 - CLEAR,FAIL TO DRIVE A SINGLE LANE,No Data,17,2 - FEMALE,POINT (2399026.0266596493 7127899.831056375)
6681,19183996,1,0,C - POSSIBLE INJURY,0,1,FAILED TO DRIVE IN SINGLE LANE,44856,10,1,SATURDAY,17:00 - 17:59,,No Data,CITY STREET,No Data,30,CARDINAL DR,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,2 - FEMALE,POINT (2399026.0266596493 7127899.831056375)
6683,19184652,0,0,99 - UNKNOWN,0,0,DISREGARD STOP AND GO SIGNAL,44857,10,0,SUNDAY,01:00 - 01:59,N I 35E,No Data,CITY STREET,No Data,30,S BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2377867.542308646 7125547.925523632)
6684,19184652,0,0,N - NOT INJURED,1,0,DISREGARD STOP AND GO SIGNAL,44857,10,0,SUNDAY,01:00 - 01:59,N I 35E,No Data,CITY STREET,No Data,30,S BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2377867.542308646 7125547.925523632)
6686,19187818,1,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION;UNDER INFLUENCE - ALCOHOL;UNDER INFLUENCE - DRUG,44857,10,1,SUNDAY,04:00 - 04:59,SPENCER RD,No Data,CITY STREET,No Data,30,S WOODROW LN,1 - DRY,1 - CLEAR,DWI += 0.15,No Data,23,2 - FEMALE,POINT (2392921.553670935 7122363.035254944)
6687,19187818,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION;UNDER INFLUENCE - ALCOHOL;UNDER INFLUENCE - DRUG,44857,10,1,SUNDAY,04:00 - 04:59,SPENCER RD,No Data,CITY STREET,No Data,30,S WOODROW LN,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,1 - MALE,POINT (2392921.553670935 7122363.035254944)
6688,19187939,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE;HAD BEEN DRINKING,44857,10,0,SUNDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,WITHERS ST,1 - DRY,1 - CLEAR,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10372327,19,1 - MALE,POINT (2388550.0468976973 7129934.878988284)
6689,19187939,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE;HAD BEEN DRINKING,44857,10,0,SUNDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,WITHERS ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,1 - MALE,POINT (2388550.0468976973 7129934.878988284)
6690,19192169,3,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44857,10,3,SUNDAY,19:00 - 19:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE,POINT (2359792.385796973 7133467.741327569)
6691,19192169,3,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44857,10,3,SUNDAY,19:00 - 19:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,9,1 - MALE,POINT (2359792.385796973 7133467.741327569)
6692,19192169,3,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44857,10,3,SUNDAY,19:00 - 19:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE,POINT (2359792.385796973 7133467.741327569)
6693,19192169,3,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44857,10,3,SUNDAY,19:00 - 19:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",65,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2359792.385796973 7133467.741327569)
6694,19192172,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44857,10,1,SUNDAY,21:00 - 21:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,2 - CLOUDY,FAILED TO YIELD ROW PRIVATE PROPERTY/PRIVATE DRIVE/ALLEY,10435374,63,2 - FEMALE,POINT (2384016.7909868653 7133166.77919176)
6695,19192172,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44857,10,1,SUNDAY,21:00 - 21:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,22,1 - MALE,POINT (2384016.7909868653 7133166.77919176)
6696,19202920,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44857,10,0,SUNDAY,13:00 - 13:59,IH0035E,6,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",45,FM2499,1 - DRY,1 - CLEAR,NO CHARGES,No Data,35,1 - MALE,POINT (2398975.091070779 7107179.129102196)
6697,19202920,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44857,10,0,SUNDAY,13:00 - 13:59,IH0035E,6,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",45,FM2499,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE,POINT (2398975.091070779 7107179.129102196)
6698,19202920,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44857,10,0,SUNDAY,13:00 - 13:59,IH0035E,6,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",45,FM2499,1 - DRY,1 - CLEAR,NO CHARGES,No Data,56,2 - FEMALE,POINT (2398975.091070779 7107179.129102196)
6699,19212092,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,65,2 - FEMALE,POINT (2389296.6273250193 7119933.722627682)
6700,19212092,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,1 - MALE,POINT (2389296.6273250193 7119933.722627682)
6701,19212092,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE,POINT (2389296.6273250193 7119933.722627682)
6702,19212092,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2389296.6273250193 7119933.722627682)
6703,19221354,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2389296.6273250193 7119933.722627682)
6704,19221354,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE,POINT (2389296.6273250193 7119933.722627682)
6705,19221354,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION; FAILED TO CONTROL SPEED,44857,10,0,SUNDAY,03:00 - 03:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2389296.6273250193 7119933.722627682)
6706,19185773,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44858,10,0,MONDAY,07:00 - 07:59,,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",35,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,36,2 - FEMALE,POINT (2386191.516648991 7124584.452923292)
6707,19185773,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44858,10,0,MONDAY,07:00 - 07:59,,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",35,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,22,2 - FEMALE,POINT (2386191.516648991 7124584.452923292)
6708,19186240,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44858,10,0,MONDAY,07:00 - 07:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,2 - CLOUDY,NO CHARGES,No Data,22,1 - MALE,POINT (2397697.450952362 7114591.021926926)
6709,19186240,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44858,10,0,MONDAY,07:00 - 07:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,2 - CLOUDY,NO CHARGES,No Data,42,2 - FEMALE,POINT (2397697.450952362 7114591.021926926)
6710,19186870,1,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNSAFE SPEED,44858,10,1,MONDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,53,1 - MALE,POINT (2399098.055791533 7113431.506047266)
6711,19186870,1,0,C - POSSIBLE INJURY,0,1,FAILED TO DRIVE IN SINGLE LANE;UNSAFE SPEED,44858,10,1,MONDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,56,2 - FEMALE,POINT (2399098.055791533 7113431.506047266)
6712,19186870,1,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE;UNSAFE SPEED,44858,10,1,MONDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,41,1 - MALE,POINT (2399098.055791533 7113431.506047266)
6713,19187996,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44858,10,0,MONDAY,09:00 - 09:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,2 - WET,3 - RAIN,FAIL TO YIELD RIGHT OF WAY - TURNING LEFT,10379570,63,1 - MALE,POINT (2384458.7246206766 7120194.344899062)
6714,19187996,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44858,10,0,MONDAY,09:00 - 09:59,,2,US & STATE HIGHWAYS,"2 LANE, 2 WAY",45,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,28,2 - FEMALE,POINT (2384458.7246206766 7120194.344899062)
6715,19189617,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44858,10,0,MONDAY,10:00 - 10:59,N BELL AVE,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,31,1 - MALE,POINT (2388242.7699787156 7133424.014472217)
6716,19189617,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44858,10,0,MONDAY,10:00 - 10:59,N BELL AVE,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,20,1 - MALE,POINT (2388242.7699787156 7133424.014472217)
6718,19189625,1,0,C - POSSIBLE INJURY,0,1,FAILED TO DRIVE IN SINGLE LANE,44858,10,1,MONDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,2 - CLOUDY,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10433486,59,1 - MALE,POINT (2373046.7863518805 7136881.499457271)
6719,19189625,1,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44858,10,1,MONDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,2 - CLOUDY,NO CHARGES,No Data,30,1 - MALE,POINT (2373046.7863518805 7136881.499457271)
6720,19189625,1,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44858,10,1,MONDAY,15:00 - 15:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,2 - CLOUDY,NO CHARGES,No Data,27,2 - FEMALE,POINT (2373046.7863518805 7136881.499457271)
6721,19189626,0,0,99 - UNKNOWN,0,0,OTHER (EXPLAIN IN NARRATIVE),44858,10,0,MONDAY,10:00 - 10:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2383351.856662923 7121787.779005691)
6722,19189626,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44858,10,0,MONDAY,10:00 - 10:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,29,1 - MALE,POINT (2383351.856662923 7121787.779005691)
6723,19189757,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,44858,10,1,MONDAY,23:00 - 23:59,S WELCH ST,No Data,CITY STREET,No Data,30,EAGLE DR,2 - WET,3 - RAIN,NO CHARGES,No Data,27,1 - MALE,POINT (2383113.133683912 7124600.034221668)
6724,19189757,1,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,44858,10,1,MONDAY,23:00 - 23:59,S WELCH ST,No Data,CITY STREET,No Data,30,EAGLE DR,2 - WET,3 - RAIN,NO CHARGES,No Data,27,2 - FEMALE,POINT (2383113.133683912 7124600.034221668)
6725,19189941,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44858,10,0,MONDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,2 - WET,3 - RAIN,NO CHARGES,No Data,62,1 - MALE,POINT (2371715.6904086713 7111207.630442319)
6726,19190795,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44858,10,0,MONDAY,15:00 - 15:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",50,FM1830,2 - WET,2 - CLOUDY,NO CHARGES,No Data,41,1 - MALE,POINT (2384120.1072350815 7104033.95822719)
6727,19195120,0,0,99 - UNKNOWN,0,0,OTHER (EXPLAIN IN NARRATIVE),44858,10,0,MONDAY,14:00 - 14:59,,4,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",35,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2389838.4938277267 7121519.640532648)
6729,19195122,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION;FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44858,10,0,MONDAY,13:00 - 13:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,20,1 - MALE,POINT (2400089.311007588 7112607.393613569)
6731,19195122,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION;FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44858,10,0,MONDAY,13:00 - 13:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,64,1 - MALE,POINT (2400089.311007588 7112607.393613569)
6732,19195127,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44858,10,0,MONDAY,18:00 - 18:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,2 - WET,2 - CLOUDY,CHANGED LANES WHEN UNSAFE,10405257,36,2 - FEMALE,POINT (2396483.9733728273 7115552.972347745)
6733,19195127,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44858,10,0,MONDAY,18:00 - 18:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,2 - WET,2 - CLOUDY,NO CHARGES,No Data,53,1 - MALE,POINT (2396483.9733728273 7115552.972347745)
6734,19195255,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44858,10,0,MONDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,UNDERWOOD RD,2 - WET,2 - CLOUDY,FAILED TO CONTROL SPEED,TX6FHA0TDWDX,26,1 - MALE,POINT (2369756.1156323235 7113595.406012837)
6735,19195255,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44858,10,0,MONDAY,13:00 - 13:59,,No Data,CITY STREET,No Data,30,UNDERWOOD RD,2 - WET,2 - CLOUDY,NO CHARGES,No Data,61,1 - MALE,POINT (2369756.1156323235 7113595.406012837)
6736,19196616,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44858,10,0,MONDAY,12:00 - 12:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,54,1 - MALE,POINT (2402329.7311177407 7110755.712611002)
6737,19189049,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44859,10,0,TUESDAY,10:00 - 10:59,UNKNOWN,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,51,2 - FEMALE,POINT (2400373.1529727774 7114177.292612686)
6738,19189049,0,0,99 - UNKNOWN,0,0,FAILED TO DRIVE IN SINGLE LANE,44859,10,0,TUESDAY,10:00 - 10:59,UNKNOWN,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2400373.1529727774 7114177.292612686)
6739,19189632,0,0,99 - UNKNOWN,0,0,FAILED TO CONTROL SPEED,44859,10,0,TUESDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,45,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2401412.2046064474 7122841.573241009)
6740,19189632,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44859,10,0,TUESDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,45,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE,POINT (2401412.2046064474 7122841.573241009)
6741,19189632,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44859,10,0,TUESDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,45,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,82,1 - MALE,POINT (2401412.2046064474 7122841.573241009)
6742,19189760,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,44859,10,0,TUESDAY,11:00 - 11:59,MALONE ST,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2381389.5428214446 7132874.898240445)
6743,19189760,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,44859,10,0,TUESDAY,11:00 - 11:59,MALONE ST,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,1 - MALE,POINT (2381389.5428214446 7132874.898240445)
6744,19189988,0,0,N - NOT INJURED,1,0,UNDER INFLUENCE - DRUG,44859,10,0,TUESDAY,00:00 - 00:59,,No Data,FARM TO MARKET,No Data,35,FM 426,2 - WET,1 - CLEAR,"DWI, MAN DEL PG 1/PG2 - POSS PG 3","ARREST, ARREST",45,2 - FEMALE,POINT (2393867.3730168315 7128028.107307668)
6745,19189988,0,0,N - NOT INJURED,1,0,UNDER INFLUENCE - DRUG,44859,10,0,TUESDAY,00:00 - 00:59,,No Data,FARM TO MARKET,No Data,35,FM 426,2 - WET,1 - CLEAR,POSS CS PG1/PG3/MARIJUANA,ARREST,29,1 - MALE,POINT (2393867.3730168315 7128028.107307668)
6746,19190187,1,0,N - NOT INJURED,1,0,WRONG WAY - ONE WAY ROAD,44859,10,1,TUESDAY,07:00 - 07:59,NORMAL ST,No Data,CITY STREET,No Data,30,W OAK ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,25,2 - FEMALE,POINT (2381621.1393536194 7127877.354733813)
6747,19190187,1,0,B - SUSPECTED MINOR INJURY,0,1,WRONG WAY - ONE WAY ROAD,44859,10,1,TUESDAY,07:00 - 07:59,NORMAL ST,No Data,CITY STREET,No Data,30,W OAK ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,28,1 - MALE,POINT (2381621.1393536194 7127877.354733813)
6748,19190188,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44859,10,0,TUESDAY,12:00 - 12:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE,POINT (2400345.8307910254 7113692.355638659)
6749,19190188,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44859,10,0,TUESDAY,12:00 - 12:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,1 - MALE,POINT (2400345.8307910254 7113692.355638659)
6750,19190188,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44859,10,0,TUESDAY,12:00 - 12:59,,No Data,CITY STREET,No Data,35,S MAYHILL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,67,1 - MALE,POINT (2400345.8307910254 7113692.355638659)
6751,19195258,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44859,10,0,TUESDAY,20:00 - 20:59,FM0428,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,2 - FEMALE,POINT (2398123.4407578 7139888.691640412)
6752,19195258,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44859,10,0,TUESDAY,20:00 - 20:59,FM0428,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,40,1 - MALE,POINT (2398123.4407578 7139888.691640412)
6755,19198204,0,0,N - NOT INJURED,1,0,FAULTY EVASIVE ACTION,44859,10,0,TUESDAY,16:00 - 16:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",45,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,2 - FEMALE,POINT (2372596.2332588285 7145223.766642534)
6756,19198445,0,0,99 - UNKNOWN,0,0,FAILED TO YIELD RIGHT OF WAY - TURN ON RED,44859,10,0,TUESDAY,21:00 - 21:59,W UNIVERSITY DR,No Data,CITY STREET,No Data,30,TOWN CENTER BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2375393.814065691 7132891.117303788)
6757,19198445,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURN ON RED,44859,10,0,TUESDAY,21:00 - 21:59,W UNIVERSITY DR,No Data,CITY STREET,No Data,30,TOWN CENTER BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE,POINT (2375393.814065691 7132891.117303788)
6758,19201662,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44859,10,0,TUESDAY,15:00 - 15:59,AVENUE C,No Data,CITY STREET,No Data,30,W OAK ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2381180.8001344106 7127871.695033555)
6759,19201662,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44859,10,0,TUESDAY,15:00 - 15:59,AVENUE C,No Data,CITY STREET,No Data,30,W OAK ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE,POINT (2381180.8001344106 7127871.695033555)
6760,19206214,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44859,10,0,TUESDAY,12:00 - 12:59,UNKNOWN,No Data,FARM TO MARKET,No Data,35,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,FAIL TO MAINTAIN FINANCIAL RESPONSIBILTY,937852,25,1 - MALE,POINT (2377686.1761222696 7129107.770830907)
6761,19206214,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44859,10,0,TUESDAY,12:00 - 12:59,UNKNOWN,No Data,FARM TO MARKET,No Data,35,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,41,2 - FEMALE,POINT (2377686.1761222696 7129107.770830907)
